,Week,Date,Player,Team,Opponent,Cup,Position,Started_Sub,Minutes,Pts_Play,Frees/Sideline,Goals_Play
1051,8.0,2023-04-30,Eoin Murphy,Kilkenny,Galway,Championship,G,Started,70,,,
1052,8.0,2023-04-30,Mikey Butler,Kilkenny,Galway,Championship,FB,Started,70,1.0,,
1053,8.0,2023-04-30,Huw Lawlor,Kilkenny,Galway,Championship,FB,Started,70,,,
1054,8.0,2023-04-30,Tommy Walsh,Kilkenny,Galway,Championship,FB,Started,70,,,
1055,8.0,2023-04-30,David Blanchfield,Kilkenny,Galway,Championship,HB,Started,70,1.0,,
1056,8.0,2023-04-30,Richie Reid,Kilkenny,Galway,Championship,HB,Started,70,,,
1057,8.0,2023-04-30,Padraig Walsh,Kilkenny,Galway,Championship,HB,Started,46,,,
1058,8.0,2023-04-30,Darragh Corcoran,Kilkenny,Galway,Championship,M,Started,70,2.0,,
1059,8.0,2023-04-30,Conor Fogarty,Kilkenny,Galway,Championship,M,Started,69,,,
1060,8.0,2023-04-30,Timmy Clifford,Kilkenny,Galway,Championship,HF,Started,35,1.0,,
1061,8.0,2023-04-30,Adrian Mullen,Kilkenny,Galway,Championship,HF,Started,70,2.0,,
1062,8.0,2023-04-30,John Donnelly,Kilkenny,Galway,Championship,HF,Started,65,2.0,,
1063,8.0,2023-04-30,Billy Ryan,Kilkenny,Galway,Championship,FF,Started,70,2.0,,
1064,8.0,2023-04-30,TJ Reid,Kilkenny,Galway,Championship,FF,Started,70,1.0,8.0,
1065,8.0,2023-04-30,Eoin Cody,Kilkenny,Galway,Championship,FF,Started,70,6.0,,
1066,8.0,2023-04-30,Cian Kenny,Kilkenny,Galway,Championship,M,Sub,24,,,
1067,8.0,2023-04-30,Martin Keoghan,Kilkenny,Galway,Championship,HF,Sub,35,2.0,,
1068,8.0,2023-04-30,Cillian Buckley,Kilkenny,Galway,Championship,HF,Sub,1,,,
1069,8.0,2023-04-30,Alan Murphy,Kilkenny,Galway,Championship,HF,Sub,5,,,
1070,8.0,2023-04-30,Eanna Murphy,Galway,Kilkenny,Championship,G,Started,70,,,
1071,8.0,2023-04-30,Jack Grealish,Galway,Kilkenny,Championship,FB,Started,70,,,
1072,8.0,2023-04-30,Gearoid McInerney,Galway,Kilkenny,Championship,FB,Started,70,,,
1073,8.0,2023-04-30,TJ Brennan,Galway,Kilkenny,Championship,FB,Started,70,,,
1074,8.0,2023-04-30,Padraic Mannion,Galway,Kilkenny,Championship,HB,Started,70,1.0,,
1075,8.0,2023-04-30,Daithi Burke,Galway,Kilkenny,Championship,HB,Started,70,1.0,,
1076,8.0,2023-04-30,Joesph Cooney,Galway,Kilkenny,Championship,HB,Started,70,1.0,,
1077,8.0,2023-04-30,Cathal Mannion,Galway,Kilkenny,Championship,M,Started,70,1.0,,
1078,8.0,2023-04-30,Ronan Glennon,Galway,Kilkenny,Championship,M,Started,60,1.0,,
1079,8.0,2023-04-30,Cianan Fahy,Galway,Kilkenny,Championship,HF,Started,65,1.0,,
1080,8.0,2023-04-30,Brian Concannon,Galway,Kilkenny,Championship,HF,Started,70,5.0,,1.0
1081,8.0,2023-04-30,Conor Cooney,Galway,Kilkenny,Championship,HF,Started,58,1.0,,
1082,8.0,2023-04-30,Evan Niland,Galway,Kilkenny,Championship,FF,Started,70,1.0,6.0,
1083,8.0,2023-04-30,Conor Whelan,Galway,Kilkenny,Championship,FF,Started,68,2.0,,
1084,8.0,2023-04-30,Kevin Cooney,Galway,Kilkenny,Championship,FF,Started,70,1.0,,
1085,8.0,2023-04-30,Declan McLoughlin,Galway,Kilkenny,Championship,FF,Sub,2,1.0,,
1086,8.0,2023-04-30,Fintan Burke,Galway,Kilkenny,Championship,HB,Sub,10,,,
1087,8.0,2023-04-30,Jason Flynn,Galway,Kilkenny,Championship,HF,Sub,12,1.0,,
1088,8.0,2023-04-30,Liam Collins,Galway,Kilkenny,Championship,HF,Sub,5,1.0,,
1089,8.0,2023-04-30,James Lawlor,Wexford,Galway,Championship,G,Started,70,,,
1090,8.0,2023-04-30,Liam Ryan,Wexford,Galway,Championship,FB,Started,35,,,
1091,8.0,2023-04-30,Matthew O'Hanlon,Wexford,Galway,Championship,FB,Started,70,,,
1092,8.0,2023-04-30,Conor Devitt,Wexford,Galway,Championship,FB,Started,70,,,
1093,8.0,2023-04-30,Shane Reck,Wexford,Galway,Championship,HB,Started,70,,,
1094,8.0,2023-04-30,Conor Foley,Wexford,Galway,Championship,HB,Started,70,,,
1095,8.0,2023-04-30,Simon Donohue,Wexford,Galway,Championship,HB,Started,70,1.0,,
1096,8.0,2023-04-30,Diarmuid O Keefe,Wexford,Galway,Championship,M,Started,54,,,
1097,8.0,2023-04-30,Conor Hearne,Wexford,Galway,Championship,M,Started,46,,,
1098,8.0,2023-04-30,Oisin Foley,Wexford,Galway,Championship,HF,Started,70,4.0,,
1099,8.0,2023-04-30,Liam Og McGovern,Wexford,Galway,Championship,HF,Started,70,2.0,,
1100,8.0,2023-04-30,Jack O Connor,Wexford,Galway,Championship,HF,Started,59,5.0,,
1101,8.0,2023-04-30,Rory O Connor,Wexford,Galway,Championship,FF,Started,70,7.0,,
1102,8.0,2023-04-30,Lee Chin,Wexford,Galway,Championship,FF,Started,70,3.0,5.0,
1103,8.0,2023-04-30,Cathal Dunbar,Wexford,Galway,Championship,FF,Started,69,2.0,,1.0
1104,8.0,2023-04-30,Conor McDonald,Wexford,Galway,Championship,FF,Sub,24,,,
1105,8.0,2023-04-30,Mikie Dwyer,Wexford,Galway,Championship,M,Sub,11,,,
1106,8.0,2023-04-30,Richie Lawlor,Wexford,Galway,Championship,HF,Sub,1,1.0,,
1107,8.0,2023-04-30,Kevin Foley,Wexford,Galway,Championship,M,Sub,16,,,
1108,8.0,2023-04-30,Joe O Connor,Wexford,Galway,Championship,HB,Sub,35,,,
1109,8.0,2023-04-30,Nicky Quaid,Limerick,Clare,Championship,G,Started,70,,,
1110,8.0,2023-04-30,Sean Finn,Limerick,Clare,Championship,FB,Started,35,,,
1111,8.0,2023-04-30,Dan Morrissey,Limerick,Clare,Championship,FB,Started,70,,,
1112,8.0,2023-04-30,Barry Nash,Limerick,Clare,Championship,FB,Started,70,,,
1113,8.0,2023-04-30,Diarmuid Byrnes,Limerick,Clare,Championship,HB,Started,70,,5.0,
1114,8.0,2023-04-30,Declan Hannon,Limerick,Clare,Championship,HB,Started,70,,,
1115,8.0,2023-04-30,Kyle Hayes,Limerick,Clare,Championship,HB,Started,70,,,
1116,8.0,2023-04-30,Darragh O Donovan,Limerick,Clare,Championship,M,Started,44,,,
1117,8.0,2023-04-30,Will O Donoghue,Limerick,Clare,Championship,M,Started,70,,,
1118,8.0,2023-04-30,Cathal O'Neill,Limerick,Clare,Championship,HF,Started,69,2.0,,
1119,8.0,2023-04-30,Cian Lynch,Limerick,Clare,Championship,HF,Started,37,1.0,,
1120,8.0,2023-04-30,Tom Morrissey,Limerick,Clare,Championship,HF,Started,70,3.0,1.0,
1121,8.0,2023-04-30,Aaron Gillane,Limerick,Clare,Championship,FF,Started,70,1.0,6.0,
1122,8.0,2023-04-30,Seamus Flanagan,Limerick,Clare,Championship,FF,Started,70,1.0,,2.0
1123,8.0,2023-04-30,Peter Casey,Limerick,Clare,Championship,FF,Started,63,,,
1124,8.0,2023-04-30,Mike Casey,Limerick,Clare,Championship,HB,Sub,35,,,
1125,8.0,2023-04-30,Gearoid Hegarty,Limerick,Clare,Championship,FF,Sub,33,,,
1126,8.0,2023-04-30,David Reidy,Limerick,Clare,Championship,M,Sub,26,,,
1127,8.0,2023-04-30,Conor Boylan,Limerick,Clare,Championship,FF,Sub,1,,,
1128,8.0,2023-04-30,Graham Mulcahy,Limerick,Clare,Championship,FF,Sub,7,,,
1129,8.0,2023-04-30,Eibhear Quilligan,Clare,Tipp,Championship,G,Started,70,,,
1130,8.0,2023-04-30,Adam Hogan,Clare,Tipp,Championship,FB,Started,69,,,
1131,8.0,2023-04-30,Conor Cleary,Clare,Tipp,Championship,FB,Started,70,,,
1132,8.0,2023-04-30,Rory Hayes,Clare,Tipp,Championship,FB,Started,70,,,
1133,8.0,2023-04-30,Diarmuid Ryan,Clare,Tipp,Championship,HB,Started,70,,,
1134,8.0,2023-04-30,John Conlon,Clare,Tipp,Championship,HB,Started,70,,,
1135,8.0,2023-04-30,David McInerney,Clare,Tipp,Championship,HB,Started,70,1.0,,
1136,8.0,2023-04-30,David Fitzgerald,Clare,Tipp,Championship,M,Started,70,3.0,,
1137,8.0,2023-04-30,Cathal Malone,Clare,Tipp,Championship,M,Started,70,,,
1138,8.0,2023-04-30,Peter Duggan,Clare,Tipp,Championship,HF,Started,60,1.0,,1.0
1139,8.0,2023-04-30,Tony Kelly,Clare,Tipp,Championship,HF,Started,70,4.0,,
1140,8.0,2023-04-30,Aidan McCarthy,Clare,Tipp,Championship,HF,Started,70,3.0,4.0,
1141,8.0,2023-04-30,Ryan Taylor,Clare,Tipp,Championship,FF,Started,70,1.0,,
1142,8.0,2023-04-30,Shane O'Donnell,Clare,Tipp,Championship,FF,Started,70,2.0,,
1143,8.0,2023-04-30,Mark Rogers,Clare,Tipp,Championship,FF,Started,65,2.0,1.0,
1144,8.0,2023-04-30,Paul Flanagan,Clare,Tipp,Championship,FB,Sub,1,,,
1145,8.0,2023-04-30,Shane Meehan,Clare,Tipp,Championship,FF,Sub,5,,,
1146,8.0,2023-04-30,Aron Shanagher,Clare,Tipp,Championship,FF,Sub,10,2.0,,
1147,8.0,2023-04-30,Billy Nolan,Waterford,Cork,Championship,G,Started,70,,,
1148,8.0,2023-04-30,Conor Gleeson,Waterford,Cork,Championship,FB,Started,43,,,
1149,8.0,2023-04-30,Conor Prunty,Waterford,Cork,Championship,FB,Started,70,,,
1150,8.0,2023-04-30,Mark Fitzgerald,Waterford,Cork,Championship,FB,Started,70,,,
1151,8.0,2023-04-30,Calum Lyons,Waterford,Cork,Championship,HB,Started,70,2.0,,
1152,8.0,2023-04-30,Tom Barron,Waterford,Cork,Championship,HB,Started,35,,,
1153,8.0,2023-04-30,Jack Fagan,Waterford,Cork,Championship,HB,Started,70,,,
1154,8.0,2023-04-30,Darragh Lyons,Waterford,Cork,Championship,M,Started,70,,,
1155,8.0,2023-04-30,Jamie Barron,Waterford,Cork,Championship,M,Started,70,1.0,,
1156,8.0,2023-04-30,Neil Montgomery,Waterford,Cork,Championship,HF,Started,65,1.0,,
1157,8.0,2023-04-30,Dessie Hutchinson,Waterford,Cork,Championship,HF,Started,70,1.0,,
1158,8.0,2023-04-30,Michael Kiely,Waterford,Cork,Championship,HF,Started,35,,,
1159,8.0,2023-04-30,Colin Dunford,Waterford,Cork,Championship,FF,Started,35,,,
1160,8.0,2023-04-30,Stephen Bennett,Waterford,Cork,Championship,FF,Started,70,1.0,8.0,
1161,8.0,2023-04-30,Jack Prendergast,Waterford,Cork,Championship,FF,Started,70,,,
1162,8.0,2023-04-30,Austin Gleeson,Waterford,Cork,Championship,HF,Sub,35,1.0,,
1163,8.0,2023-04-30,Paudie Fitzgerald,Waterford,Cork,Championship,FF,Sub,5,2.0,,
1164,8.0,2023-04-30,Patrick Fitzgerald,Waterford,Cork,Championship,FF,Sub,35,1.0,,
1165,8.0,2023-04-30,Peter Hogan,Waterford,Cork,Championship,HF,Sub,35,,,
1166,8.0,2023-04-30,Conor Ryan,Waterford,Cork,Championship,HF,Sub,27,,,
1167,8.0,2023-04-30,Patrick Collins,Cork,Waterford,Championship,G,Started,70,,,
1168,8.0,2023-04-30,Niall O Leary,Cork,Waterford,Championship,FB,Started,70,,,
1169,8.0,2023-04-30,Rob Downey,Cork,Waterford,Championship,FB,Started,70,2.0,,
1170,8.0,2023-04-30,Damien Cahalane,Cork,Waterford,Championship,FB,Started,70,,,
1171,8.0,2023-04-30,Tommy O Connell,Cork,Waterford,Championship,HB,Started,70,,,
1172,8.0,2023-04-30,Ciaran Joyce,Cork,Waterford,Championship,HB,Started,70,,,
1173,8.0,2023-04-30,Ger Millerick,Cork,Waterford,Championship,HB,Started,69,,,
1174,8.0,2023-04-30,Brian Roche,Cork,Waterford,Championship,M,Started,70,1.0,,
1175,8.0,2023-04-30,Darragh Fitzgibbon,Cork,Waterford,Championship,M,Started,70,4.0,,
1176,8.0,2023-04-30,Seamus Harnedy,Cork,Waterford,Championship,HF,Started,56,3.0,,
1177,8.0,2023-04-30,Conor Lehane,Cork,Waterford,Championship,HF,Started,59,2.0,,
1178,8.0,2023-04-30,Shane Barrett,Cork,Waterford,Championship,HF,Started,70,1.0,,
1179,8.0,2023-04-30,Declan Dalton,Cork,Waterford,Championship,FF,Started,50,1.0,2.0,
1180,8.0,2023-04-30,Luke Meade,Cork,Waterford,Championship,FF,Started,64,1.0,,
1181,8.0,2023-04-30,Patrick Horgan,Cork,Waterford,Championship,FF,Started,70,2.0,6.0,
1182,8.0,2023-04-30,Robbie O Flynn,Cork,Waterford,Championship,FF,Sub,20,2.0,,
1183,8.0,2023-04-30,Padraig Power,Cork,Waterford,Championship,HF,Sub,14,,,
1184,8.0,2023-04-30,Shane Kingston,Cork,Waterford,Championship,HF,Sub,11,,,
1185,8.0,2023-04-30,Conor Cahalane,Cork,Waterford,Championship,FF,Sub,6,,,
1186,8.0,2023-04-30,Cormac O Brien,Cork,Waterford,Championship,HB,Sub,1,,,
1187,9.0,2023-05-06,Eoin Murphy,Kilkenny,Antrim,Championship,G,Started,70,,1.0,
1188,9.0,2023-05-06,Mikey Butler,Kilkenny,Antrim,Championship,FB,Started,70,,,
1189,9.0,2023-05-06,Huw Lawlor,Kilkenny,Antrim,Championship,FB,Started,70,,,
1190,9.0,2023-05-06,Tommy Walsh,Kilkenny,Antrim,Championship,FB,Started,42,,,
1191,9.0,2023-05-06,David Blanchfield,Kilkenny,Antrim,Championship,HB,Started,70,1.0,,
1192,9.0,2023-05-06,Richie Reid,Kilkenny,Antrim,Championship,HB,Started,70,1.0,,
1193,9.0,2023-05-06,Darragh Corcoran,Kilkenny,Antrim,Championship,HB,Started,70,,,
1194,9.0,2023-05-06,Adrian Mullen,Kilkenny,Antrim,Championship,M,Started,60,2.0,,
1195,9.0,2023-05-06,Alan Murphy,Kilkenny,Antrim,Championship,M,Started,48,3.0,,
1196,9.0,2023-05-06,Tom Phelan,Kilkenny,Antrim,Championship,HF,Started,54,1.0,,
1197,9.0,2023-05-06,Billy Ryan,Kilkenny,Antrim,Championship,HF,Started,70,4.0,,
1198,9.0,2023-05-06,John Donnelly,Kilkenny,Antrim,Championship,HF,Started,70,,,
1199,9.0,2023-05-06,Martin Keoghan,Kilkenny,Antrim,Championship,FF,Started,64,3.0,,3.0
1200,9.0,2023-05-06,TJ Reid,Kilkenny,Antrim,Championship,FF,Started,70,2.0,8.0,2.0
1201,9.0,2023-05-06,Eoin Cody,Kilkenny,Antrim,Championship,FF,Started,70,2.0,,
1202,9.0,2023-05-06,Padraig Walsh,Kilkenny,Antrim,Championship,FB,Sub,28,,,
1203,9.0,2023-05-06,Walter Walsh,Kilkenny,Antrim,Championship,HF,Sub,16,2.0,,
1204,9.0,2023-05-06,Cillian Buckley,Kilkenny,Antrim,Championship,HF,Sub,22,1.0,,
1205,9.0,2023-05-06,Richie Hogan,Kilkenny,Antrim,Championship,FF,Sub,10,,,
1206,9.0,2023-05-06,Niall Brenna,Kilkenny,Antrim,Championship,FF,Sub,6,,,
1207,9.0,2023-05-06,Patrick Collins,Cork,Tipp,Championship,G,Started,70,,,
1208,9.0,2023-05-06,Niall O Leary,Cork,Tipp,Championship,FB,Started,70,,,
1209,9.0,2023-05-06,Rob Downey,Cork,Tipp,Championship,FB,Started,70,,,
1210,9.0,2023-05-06,Damien Cahalane,Cork,Tipp,Championship,FB,Started,70,,,
1211,9.0,2023-05-06,Tommy O Connell,Cork,Tipp,Championship,HB,Started,70,,,
1212,9.0,2023-05-06,Ciaran Joyce,Cork,Tipp,Championship,HB,Started,70,,,
1213,9.0,2023-05-06,Eoin Downey,Cork,Tipp,Championship,HB,Started,49,,,
1214,9.0,2023-05-06,Brian Roche,Cork,Tipp,Championship,M,Started,55,,,
1215,9.0,2023-05-06,Ger Millerick,Cork,Tipp,Championship,M,Started,70,,,
1216,9.0,2023-05-06,Seamus Harnedy,Cork,Tipp,Championship,HF,Started,69,3.0,,
1217,9.0,2023-05-06,Darragh Fitzgibbon,Cork,Tipp,Championship,HF,Started,70,1.0,,1.0
1218,9.0,2023-05-06,Shane Barrett,Cork,Tipp,Championship,HF,Started,43,,,
1219,9.0,2023-05-06,Declan Dalton,Cork,Tipp,Championship,FF,Started,70,,2.0,1.0
1220,9.0,2023-05-06,Robbie O Flynn,Cork,Tipp,Championship,FF,Started,35,,,1.0
1221,9.0,2023-05-06,Patrick Horgan,Cork,Tipp,Championship,FF,Started,70,1.0,7.0,
1222,9.0,2023-05-06,Conor Lehane,Cork,Tipp,Championship,HF,Sub,27,1.0,,
1223,9.0,2023-05-06,Shane Kingston,Cork,Tipp,Championship,HF,Sub,35,3.0,,
1224,9.0,2023-05-06,Brian Hayes,Cork,Tipp,Championship,FF,Sub,1,,,1.0
1225,9.0,2023-05-06,Luke Meade,Cork,Tipp,Championship,M,Sub,15,,,
1226,9.0,2023-05-06,Tim O'Mahony,Cork,Tipp,Championship,HF,Sub,21,1.0,,
1227,9.0,2023-05-06,Barry Hogan,Tipp,Cork,Championship,G,Started,70,,,
1228,9.0,2023-05-06,Cathal Barrett,Tipp,Cork,Championship,FB,Started,70,,,
1229,9.0,2023-05-06,Ronan Maher,Tipp,Cork,Championship,FB,Started,70,,,
1230,9.0,2023-05-06,Johnny Ryan,Tipp,Cork,Championship,FB,Started,70,,,
1231,9.0,2023-05-06,Conor Stakelum,Tipp,Cork,Championship,HB,Started,63,1.0,,
1232,9.0,2023-05-06,Bryan O Mara,Tipp,Cork,Championship,HB,Started,70,,,
1233,9.0,2023-05-06,Michael Breen,Tipp,Cork,Championship,HB,Started,70,,,
1234,9.0,2023-05-06,Noel McGrath,Tipp,Cork,Championship,M,Started,70,1.0,,
1235,9.0,2023-05-06,Alan Tynan,Tipp,Cork,Championship,M,Started,70,4.0,,
1236,9.0,2023-05-06,Dan McCormack,Tipp,Cork,Championship,HF,Started,70,,,
1237,9.0,2023-05-06,Sean Ryan,Tipp,Cork,Championship,HF,Started,35,1.0,,
1238,9.0,2023-05-06,Seamus Kennedy,Tipp,Cork,Championship,HF,Started,70,3.0,,
1239,9.0,2023-05-06,Jake Morris,Tipp,Cork,Championship,FF,Started,70,3.0,,
1240,9.0,2023-05-06,Gearoid O Connor,Tipp,Cork,Championship,FF,Started,53,,3.0,1.0
1241,9.0,2023-05-06,Jason Forde,Tipp,Cork,Championship,FF,Started,16,1.0,3.0,
1242,9.0,2023-05-06,John McGrath,Tipp,Cork,Championship,M,Sub,17,,,
1243,9.0,2023-05-06,Mark Kehoe,Tipp,Cork,Championship,HF,Sub,54,4.0,,1.0
1244,9.0,2023-05-06,Seamus Callinan,Tipp,Cork,Championship,FF,Sub,1,1.0,,
1245,9.0,2023-05-06,Conor Bowe,Tipp,Cork,Championship,M,Sub,34,,,
1246,9.0,2023-05-06,Enda Heffernan,Tipp,Cork,Championship,HB,Sub,7,,,
1247,9.0,2023-05-06,Eanna Murphy,Galway,Westmeath,Championship,G,Started,70,,,
1248,9.0,2023-05-06,Darren Morrissey,Galway,Westmeath,Championship,FB,Started,70,,,
1249,9.0,2023-05-06,Gearoid McInerney,Galway,Westmeath,Championship,FB,Started,70,,,
1250,9.0,2023-05-06,TJ Brennan,Galway,Westmeath,Championship,FB,Started,70,,,
1251,9.0,2023-05-06,Padraic Mannion,Galway,Westmeath,Championship,HB,Started,70,1.0,,
1252,9.0,2023-05-06,Daithi Burke,Galway,Westmeath,Championship,HB,Started,43,2.0,,
1253,9.0,2023-05-06,Fintan Burke,Galway,Westmeath,Championship,HB,Started,70,,,
1254,9.0,2023-05-06,Joesph Cooney,Galway,Westmeath,Championship,M,Started,43,,,
1255,9.0,2023-05-06,Cianan Fahy,Galway,Westmeath,Championship,M,Started,70,1.0,,
1256,9.0,2023-05-06,Cathal Mannion,Galway,Westmeath,Championship,HF,Started,70,4.0,,
1257,9.0,2023-05-06,Brian Concannon,Galway,Westmeath,Championship,HF,Started,53,3.0,,1.0
1258,9.0,2023-05-06,Liam Collins,Galway,Westmeath,Championship,HF,Started,61,4.0,,
1259,9.0,2023-05-06,Evan Niland,Galway,Westmeath,Championship,FF,Started,70,3.0,7.0,
1260,9.0,2023-05-06,Conor Whelan,Galway,Westmeath,Championship,FF,Started,35,1.0,,3.0
1261,9.0,2023-05-06,Kevin Cooney,Galway,Westmeath,Championship,FF,Started,70,2.0,,1.0
1262,9.0,2023-05-06,Declan McLoughlin,Galway,Westmeath,Championship,FF,Sub,35,2.0,,1.0
1263,9.0,2023-05-06,Sean Linnane,Galway,Westmeath,Championship,HB,Sub,27,1.0,,
1264,9.0,2023-05-06,Eoin Lawless,Galway,Westmeath,Championship,HF,Sub,27,,,
1265,9.0,2023-05-06,Martin McManus,Galway,Westmeath,Championship,HF,Sub,9,1.0,,
1266,9.0,2023-05-06,J Ryan,Galway,Westmeath,Championship,HF,Sub,17,1.0,,
1267,9.0,2023-05-06,James Lawlor,Wexford,Dublin,Championship,G,Started,70,,,
1268,9.0,2023-05-06,Liam Ryan,Wexford,Dublin,Championship,FB,Started,55,,,
1269,9.0,2023-05-06,Matthew O'Hanlon,Wexford,Dublin,Championship,FB,Started,70,,,
1270,9.0,2023-05-06,Conor Devitt,Wexford,Dublin,Championship,FB,Started,70,1.0,,
1271,9.0,2023-05-06,Shane Reck,Wexford,Dublin,Championship,HB,Started,70,,,
1272,9.0,2023-05-06,Kevin Foley,Wexford,Dublin,Championship,HB,Started,70,,,
1273,9.0,2023-05-06,Simon Donohue,Wexford,Dublin,Championship,HB,Started,70,1.0,,
1274,9.0,2023-05-06,Damien Reck,Wexford,Dublin,Championship,M,Started,42,,,
1275,9.0,2023-05-06,Richie Lawlor,Wexford,Dublin,Championship,M,Started,44,1.0,,
1276,9.0,2023-05-06,Oisin Foley,Wexford,Dublin,Championship,HF,Started,70,2.0,,
1277,9.0,2023-05-06,Liam Og McGovern,Wexford,Dublin,Championship,HF,Started,70,,,
1278,9.0,2023-05-06,Jack O Connor,Wexford,Dublin,Championship,HF,Started,49,1.0,,
1279,9.0,2023-05-06,Rory O Connor,Wexford,Dublin,Championship,FF,Started,70,2.0,3.0,
1280,9.0,2023-05-06,Lee Chin,Wexford,Dublin,Championship,FF,Started,70,2.0,6.0,
1281,9.0,2023-05-06,Cathal Dunbar,Wexford,Dublin,Championship,FF,Started,69,2.0,,
1282,9.0,2023-05-06,Conor McDonald,Wexford,Dublin,Championship,FF,Sub,26,2.0,,
1283,9.0,2023-05-06,Mikie Dwyer,Wexford,Dublin,Championship,M,Sub,21,,,
1284,9.0,2023-05-06,Ian Carty,Wexford,Dublin,Championship,HF,Sub,15,,,
1285,9.0,2023-05-06,Ross Banville,Wexford,Dublin,Championship,M,Sub,1,,,
1286,9.0,2023-05-06,Joe O Connor,Wexford,Dublin,Championship,HB,Sub,28,,,
1287,,2023-05-21,Rhys Shelly,Tipp,Limerick,,G,Started,70,,1.0,
1288,,2023-05-21,Ronan Maher,Tipp,Limerick,,FB,Started,70,,,
1289,,2023-05-21,Michael Breen,Tipp,Limerick,,FB,Started,70,,,
1290,,2023-05-21,Cathal Barrett,Tipp,Limerick,,FB,Started,60,,,
1291,,2023-05-21,Eoghan Connolly,Tipp,Limerick,,HB,Started,70,,,
1292,,2023-05-21,Bryan O Mara,Tipp,Limerick,,HB,Started,70,,,
1293,,2023-05-21,Dan McCormack,Tipp,Limerick,,HB,Started,70,,,
1294,,2023-05-21,Conor Stakelum,Tipp,Limerick,,M,Started,69,,,
1295,,2023-05-21,Seamus Kennedy,Tipp,Limerick,,M,Started,70,,,
1296,,2023-05-21,Alan Tynan,Tipp,Limerick,,HF,Started,46,,,
1297,,2023-05-21,Noel McGrath,Tipp,Limerick,,HF,Started,69,1.0,1.0,
1298,,2023-05-21,Gearoid O Connor,Tipp,Limerick,,HF,Started,69,1.0,8.0,
1299,,2023-05-21,Patrick Maher,Tipp,Limerick,,FF,Started,53,,,
1300,,2023-05-21,Mark Kehoe,Tipp,Limerick,,FF,Started,70,3.0,,
1301,,2023-05-21,Jake Morris,Tipp,Limerick,,FF,Started,70,5.0,,
1302,,2023-05-21,Seamus Callinan,Tipp,Limerick,,FF,Sub,24,1.0,,
1303,,2023-05-21,Conor Bowe,Tipp,Limerick,,HF,Sub,17,3.0,,
1304,,2023-05-21,Brian McGrath,Tipp,Limerick,,HB,Sub,10,,,
1305,,2023-05-21,Johnny Ryan,Tipp,Limerick,,FB,Sub,1,,,
1306,,2023-05-21,Sean Ryan,Tipp,Limerick,,FF,Sub,1,,,
1307,,2023-05-21,John McGrath,Tipp,Limerick,,FF,Sub,1,,1.0,
1308,,2023-05-21,Nicky Quaid,Limerick,Tipp,,G,Started,70,,,
1309,,2023-05-21,Mike Casey,Limerick,Tipp,,FB,Started,65,,,
1310,,2023-05-21,Dan Morrissey,Limerick,Tipp,,FB,Started,70,,,
1311,,2023-05-21,Barry Nash,Limerick,Tipp,,FB,Started,70,,,
1312,,2023-05-21,Diarmuid Byrnes,Limerick,Tipp,,HB,Started,70,1.0,3.0,
1313,,2023-05-21,Declan Hannon,Limerick,Tipp,,HB,Started,70,1.0,,
1314,,2023-05-21,Kyle Hayes,Limerick,Tipp,,HB,Started,70,,,
1315,,2023-05-21,Darragh O Donovan,Limerick,Tipp,,M,Started,70,,,
1316,,2023-05-21,Will O Donoghue,Limerick,Tipp,,M,Started,70,,,
1317,,2023-05-21,Gearoid Hegarty,Limerick,Tipp,,HF,Started,57,,,
1318,,2023-05-21,Cian Lynch,Limerick,Tipp,,HF,Started,50,,,
1319,,2023-05-21,Tom Morrissey,Limerick,Tipp,,HF,Started,70,4.0,,
1320,,2023-05-21,Seamus Flanagan,Limerick,Tipp,,FF,Started,61,2.0,,
1321,,2023-05-21,Aaron Gillane,Limerick,Tipp,,FF,Started,70,3.0,3.0,
1322,,2023-05-21,Cathal O'Neill,Limerick,Tipp,,FF,Started,64,5.0,,
1323,,2023-05-21,Peter Casey,Limerick,Tipp,,FF,Sub,20,1.0,,
1324,,2023-05-21,Conor Boylan,Limerick,Tipp,,HF,Sub,13,,,
1325,,2023-05-21,Graham Mulcahy,Limerick,Tipp,,FF,Sub,9,2.0,,
1326,,2023-05-21,David Reidy,Limerick,Tipp,,FF,Sub,6,,,
1327,,2023-05-21,Richie English,Limerick,Tipp,,FB,Sub,5,,,
1328,,,,,,,G,Started,70,,,
1329,,,,,,,FB,Started,70,,,
1330,,,,,,,FB,Started,70,,,
1331,,,,,,,FB,Started,70,,,
1332,,,,,,,HB,Started,70,,,
1333,,,,,,,HB,Started,70,,,
1334,,,,,,,HB,Started,70,,,
1335,,,,,,,M,Started,70,,,
1336,,,,,,,M,Started,70,,,
1337,,,,,,,HF,Started,70,,,
1338,,,,,,,HF,Started,70,,,
1339,,,,,,,HF,Started,70,,,
1340,,,,,,,FF,Started,70,,,
1341,,,,,,,FF,Started,70,,,
1342,,,,,,,FF,Started,70,,,
1343,,,,,,,,Sub,70,,,
1344,,,,,,,,Sub,70,,,
1345,,,,,,,,Sub,70,,,
1346,,,,,,,,Sub,70,,,
1347,,,,,,,,Sub,70,,,
1348,,,,,,,G,Started,70,,,
1349,,,,,,,FB,Started,70,,,
1350,,,,,,,FB,Started,70,,,
1351,,,,,,,FB,Started,70,,,
1352,,,,,,,HB,Started,70,,,
1353,,,,,,,HB,Started,70,,,
1354,,,,,,,HB,Started,70,,,
1355,,,,,,,M,Started,70,,,
